"","HLTH_SERVICE_DLVR_AREA_NAME","month","year","date","average_mo"
"441","North Vancouver Island",5,2021,2021-05-01,0.499697065403343
"442","North Vancouver Island",5,2022,2022-05-01,0.312357152256876
"443","North Vancouver Island",5,2023,2023-05-01,1.63033066320271
"444","North Vancouver Island",6,2018,2018-06-01,0.507495353147971
"445","North Vancouver Island",6,2019,2019-06-01,0.443350758140691
"446","North Vancouver Island",6,2020,2020-06-01,0.431997159809357
"447","North Vancouver Island",6,2021,2021-06-01,0.471267093645839
"448","North Vancouver Island",6,2022,2022-06-01,0.404948222719364
"449","North Vancouver Island",6,2023,2023-06-01,0.689409395973154
"450","North Vancouver Island",7,2018,2018-07-01,0.863407999126971
"451","North Vancouver Island",7,2019,2019-07-01,0.515728051508703
"452","North Vancouver Island",7,2020,2020-07-01,0.488079891785027
"453","North Vancouver Island",7,2021,2021-07-01,0.672413621675367
"454","North Vancouver Island",7,2022,2022-07-01,0.447961549217002
"455","North Vancouver Island",7,2023,2023-07-01,1.02601263324122
"456","North Vancouver Island",8,2018,2018-08-01,35.4155840959935
"457","North Vancouver Island",8,2019,2019-08-01,0.790006046314771
"458","North Vancouver Island",8,2020,2020-08-01,0.530354399701715
"459","North Vancouver Island",8,2021,2021-08-01,0.519575733649164
"460","North Vancouver Island",8,2022,2022-08-01,2.10445060638173
"461","North Vancouver Island",8,2023,2023-08-01,5.92132323013639
"462","North Vancouver Island",9,2018,2018-09-01,0.574090239943852
"463","North Vancouver Island",9,2019,2019-09-01,0.561168048427425
"464","North Vancouver Island",9,2020,2020-09-01,11.401357323052
"465","North Vancouver Island",9,2021,2021-09-01,0.481431767337808
"466","North Vancouver Island",9,2022,2022-09-01,2.25534912488485
"467","North Vancouver Island",9,2023,2023-09-01,0.465976669862576
"468","North Vancouver Island",10,2018,2018-10-01,1.03929190346994
"469","North Vancouver Island",10,2019,2019-10-01,0.313356359469635
"470","North Vancouver Island",10,2020,2020-10-01,0.729831767337807
"471","North Vancouver Island",10,2021,2021-10-01,0.32853342921061
"472","North Vancouver Island",10,2022,2022-10-01,2.44083084762615
"473","North Vancouver Island",11,2018,2018-11-01,0.22938497922659
"474","North Vancouver Island",11,2019,2019-11-01,0.448596959788906
"475","North Vancouver Island",11,2020,2020-11-01,0.252279552572707
"476","North Vancouver Island",11,2021,2021-11-01,0.278141242693224
"477","North Vancouver Island",11,2022,2022-11-01,0.557662777490965
"478","North Vancouver Island",12,2020,2020-12-01,0.554480391801197
"479","North Vancouver Island",12,2021,2021-12-01,0.127557258600883
"480","North Vancouver Island",12,2022,2022-12-01,0.177212789872865
"481","Northeast",1,2021,2021-01-01,0.193094227152158
"482","Northeast",1,2022,2022-01-01,0.224179396551724
"483","Northeast",1,2023,2023-01-01,0.225499101358412
"484","Northeast",2,2021,2021-02-01,0.146073187597183
"485","Northeast",2,2022,2022-02-01,0.206512987079661
"486","Northeast",2,2023,2023-02-01,0.182982151108069
"487","Northeast",3,2018,2018-03-01,0.323101690034104
"488","Northeast",3,2020,2020-03-01,0.116643577112543
"489","Northeast",3,2021,2021-03-01,0.339608648822442
"490","Northeast",3,2022,2022-03-01,0.350201909814324
"491","Northeast",3,2023,2023-03-01,0.672620185676393
"492","Northeast",4,2018,2018-04-01,0.684148141319052
"493","Northeast",4,2019,2019-04-01,0.498857181697613
"494","Northeast",4,2020,2020-04-01,0.437004542440318
"495","Northeast",4,2021,2021-04-01,0.554527478394798
"496","Northeast",4,2022,2022-04-01,0.561335860775053
"497","Northeast",4,2023,2023-04-01,0.497156357206012
"498","Northeast",5,2018,2018-05-01,1.51677833473507
"499","Northeast",5,2019,2019-05-01,5.17634717327407
"500","Northeast",5,2020,2020-05-01,0.727983320070734
"501","Northeast",5,2021,2021-05-01,0.70975259790919
"502","Northeast",5,2022,2022-05-01,0.494262412232798
"503","Northeast",5,2023,2023-05-01,27.3091061863609
"504","Northeast",6,2018,2018-06-01,0.880713500568397
"505","Northeast",6,2019,2019-06-01,1.06150016504568
"506","Northeast",6,2020,2020-06-01,0.467300223734287
"507","Northeast",6,2021,2021-06-01,0.594588753181119
"508","Northeast",6,2022,2022-06-01,0.878755909224875
"509","Northeast",6,2023,2023-06-01,24.201315275394
"510","Northeast",7,2018,2018-07-01,0.843991677557094
"511","Northeast",7,2019,2019-07-01,7.02129147958854
"512","Northeast",7,2020,2020-07-01,0.484017410400345
"513","Northeast",7,2021,2021-07-01,2.67154769623735
"514","Northeast",7,2022,2022-07-01,0.951668866047745
"515","Northeast",7,2023,2023-07-01,49.7403936963645
"516","Northeast",8,2018,2018-08-01,26.9993747287196
"517","Northeast",8,2019,2019-08-01,0.7620568241451
"518","Northeast",8,2020,2020-08-01,0.629274314765694
"519","Northeast",8,2021,2021-08-01,0.630929130909658
"520","Northeast",8,2022,2022-08-01,3.18975909535111
"521","Northeast",8,2023,2023-08-01,14.8900608197142
"522","Northeast",9,2018,2018-09-01,0.73038747178447
"523","Northeast",9,2019,2019-09-01,0.397293287564363
"524","Northeast",9,2020,2020-09-01,1.57597575483944
"525","Northeast",9,2021,2021-09-01,0.253041045289321
"526","Northeast",9,2022,2022-09-01,3.02391078795444
"527","Northeast",9,2023,2023-09-01,16.4546220538083
"528","Northeast",10,2018,2018-10-01,1.21988100005644
"529","Northeast",10,2019,2019-10-01,0.218520251018956
"530","Northeast",10,2020,2020-10-01,0.346905495137047
"531","Northeast",10,2021,2021-10-01,0.710796824554756
"532","Northeast",10,2022,2022-10-01,1.93447618037135
"533","Northeast",11,2018,2018-11-01,0.0828477453580902
"534","Northeast",11,2019,2019-11-01,0.189057400530504
"535","Northeast",11,2020,2020-11-01,0.188237308071239
"536","Northeast",11,2021,2021-11-01,0.174511980833405
"537","Northeast",11,2022,2022-11-01,0.230455732843637
"538","Northeast",12,2020,2020-12-01,0.277167206251344
"539","Northeast",12,2021,2021-12-01,0.133075599684565
"540","Northeast",12,2022,2022-12-01,0.205870976256712
"541","Northern Interior",1,2021,2021-01-01,0.34250329023873
"542","Northern Interior",1,2022,2022-01-01,0.501221268340858
"543","Northern Interior",1,2023,2023-01-01,0.290377310349545
"544","Northern Interior",2,2021,2021-02-01,0.210559819413093
"545","Northern Interior",2,2022,2022-02-01,0.309795456200393
"546","Northern Interior",2,2023,2023-02-01,0.220753564406903
"547","Northern Interior",3,2018,2018-03-01,0.313602063850371
"548","Northern Interior",3,2020,2020-03-01,0.25747413737504
"549","Northern Interior",3,2021,2021-03-01,0.427582768999248
"550","Northern Interior",3,2022,2022-03-01,0.614353114098092
"551","Northern Interior",3,2023,2023-03-01,0.602790998871332
"552","Northern Interior",4,2018,2018-04-01,0.833953602618009
"553","Northern Interior",4,2019,2019-04-01,0.707234135158014
"554","Northern Interior",4,2020,2020-04-01,0.524934692437923
"555","Northern Interior",4,2021,2021-04-01,0.64397382218015
"556","Northern Interior",4,2022,2022-04-01,0.430415575620767
"557","Northern Interior",4,2023,2023-04-01,0.815350413844996
"558","Northern Interior",5,2018,2018-05-01,1.33751840004405
"559","Northern Interior",5,2019,2019-05-01,2.54888153254835
"560","Northern Interior",5,2020,2020-05-01,0.853418246802107
"561","Northern Interior",5,2021,2021-05-01,0.586465130792723
"562","Northern Interior",5,2022,2022-05-01,0.431406154561147
"563","Northern Interior",5,2023,2023-05-01,10.1647422267531
"564","Northern Interior",6,2018,2018-06-01,1.11030506933247
"565","Northern Interior",6,2019,2019-06-01,0.658180963130173
"566","Northern Interior",6,2020,2020-06-01,0.402018284424379
"567","Northern Interior",6,2021,2021-06-01,0.580879554412871
"568","Northern Interior",6,2022,2022-06-01,0.511950094055681
"569","Northern Interior",6,2023,2023-06-01,4.41041196388262
"570","Northern Interior",7,2018,2018-07-01,1.31214761878544
"571","Northern Interior",7,2019,2019-07-01,1.79137235038265
"572","Northern Interior",7,2020,2020-07-01,0.47315904771904
"573","Northern Interior",7,2021,2021-07-01,5.64381698854611
"574","Northern Interior",7,2022,2022-07-01,0.566422615688488
"575","Northern Interior",7,2023,2023-07-01,22.6725068384013
"576","Northern Interior",8,2018,2018-08-01,97.1321365688488
"577","Northern Interior",8,2019,2019-08-01,0.79197716429748
"578","Northern Interior",8,2020,2020-08-01,0.631566262227238
"579","Northern Interior",8,2021,2021-08-01,0.949833488248572
"580","Northern Interior",8,2022,2022-08-01,2.66064981584888
"581","Northern Interior",8,2023,2023-08-01,15.1791067501638
"582","Northern Interior",9,2018,2018-09-01,2.05632828309653
"583","Northern Interior",9,2019,2019-09-01,0.460716146594078
"584","Northern Interior",9,2020,2020-09-01,4.04994313433553
"585","Northern Interior",9,2021,2021-09-01,0.45291472284926
"586","Northern Interior",9,2022,2022-09-01,1.76234018722613
"587","Northern Interior",9,2023,2023-09-01,6.47930062882941
"588","Northern Interior",10,2018,2018-10-01,2.37767323375438
"589","Northern Interior",10,2019,2019-10-01,0.271230072124649
"590","Northern Interior",10,2020,2020-10-01,0.532364705605718
"591","Northern Interior",10,2021,2021-10-01,0.459628563366656
"592","Northern Interior",10,2022,2022-10-01,1.98077089290193
"593","Northern Interior",11,2018,2018-11-01,0.123062818445663
"594","Northern Interior",11,2019,2019-11-01,0.300956908028014
"595","Northern Interior",11,2020,2020-11-01,0.279985295066108
"596","Northern Interior",11,2021,2021-11-01,0.27387331245904
"597","Northern Interior",11,2022,2022-11-01,0.480695965734792
"598","Northern Interior",12,2020,2020-12-01,0.512334268806052
"599","Northern Interior",12,2021,2021-12-01,0.2172740040266
"600","Northern Interior",12,2022,2022-12-01,0.30096625557452
"601","Northwest",1,2021,2021-01-01,0.135681181089405
"602","Northwest",1,2022,2022-01-01,0.152033005236618
"603","Northwest",1,2023,2023-01-01,0.137984756799962
"604","Northwest",2,2021,2021-02-01,0.0986614483293652
"605","Northwest",2,2022,2022-02-01,0.152881163192272
"606","Northwest",2,2023,2023-02-01,0.0957645636777697
"607","Northwest",3,2018,2018-03-01,0.162921467361188
"608","Northwest",3,2020,2020-03-01,0.131799357198271
"609","Northwest",3,2021,2021-03-01,0.23338132449397
"610","Northwest",3,2022,2022-03-01,0.263104351505748
"611","Northwest",3,2023,2023-03-01,0.392464580100853
"612","Northwest",4,2018,2018-04-01,0.41743215944632
"613","Northwest",4,2019,2019-04-01,0.23367969840962
"614","Northwest",4,2020,2020-04-01,0.250545500387898
"615","Northwest",4,2021,2021-04-01,0.584701103631222
"616","Northwest",4,2022,2022-04-01,0.204387704592329
"617","Northwest",4,2023,2023-04-01,0.384544344453064
"618","Northwest",5,2018,2018-05-01,0.72922121894454
"619","Northwest",5,2019,2019-05-01,1.23009718826662
"620","Northwest",5,2020,2020-05-01,0.52817735324541
"621","Northwest",5,2021,2021-05-01,0.323469068589422
"622","Northwest",5,2022,2022-05-01,0.227459772737644
"623","Northwest",5,2023,2023-05-01,2.06489151380165
"624","Northwest",6,2018,2018-06-01,0.373909364956223
"625","Northwest",6,2019,2019-06-01,0.69626327902767
"626","Northwest",6,2020,2020-06-01,0.207898927378824
"627","Northwest",6,2021,2021-06-01,0.28309262251987
"628","Northwest",6,2022,2022-06-01,0.614056189121628
"629","Northwest",6,2023,2023-06-01,0.66622265321955
"630","Northwest",7,2018,2018-07-01,0.554622081780166
"631","Northwest",7,2019,2019-07-01,2.64109814755246
"632","Northwest",7,2020,2020-07-01,0.159917938910639
"633","Northwest",7,2021,2021-07-01,0.516288825675947
"634","Northwest",7,2022,2022-07-01,0.455316306245151
"635","Northwest",7,2023,2023-07-01,6.80170077123169
"636","Northwest",8,2018,2018-08-01,16.2372411665139
"637","Northwest",8,2019,2019-08-01,0.721316260247835
"638","Northwest",8,2020,2020-08-01,0.22828044996121
"639","Northwest",8,2021,2021-08-01,0.208295486697394
"640","Northwest",8,2022,2022-08-01,0.747364174594749
"641","Northwest",8,2023,2023-08-01,2.91832157961911
"642","Northwest",9,2018,2018-09-01,0.58262930680418
"643","Northwest",9,2019,2019-09-01,0.228007621046867
"644","Northwest",9,2020,2020-09-01,1.44942568047142
"645","Northwest",9,2021,2021-09-01,0.148949343447404
"646","Northwest",9,2022,2022-09-01,0.46104391913476
"647","Northwest",9,2023,2023-09-01,0.713106948908345
"648","Northwest",10,2018,2018-10-01,0.567443154020105
"649","Northwest",10,2019,2019-10-01,0.128755412590588
"650","Northwest",10,2020,2020-10-01,0.211587234936643
"651","Northwest",10,2021,2021-10-01,0.175149202039233
"652","Northwest",10,2022,2022-10-01,0.52506613222998
"653","Northwest",11,2018,2018-11-01,0.0411378920536407
"654","Northwest",11,2019,2019-11-01,0.123409810825327
"655","Northwest",11,2020,2020-11-01,0.103627667073036
"656","Northwest",11,2021,2021-11-01,0.093961915963863
"657","Northwest",11,2022,2022-11-01,0.154752708320901
"658","Northwest",12,2020,2020-12-01,0.188297368586585
"659","Northwest",12,2021,2021-12-01,0.102589212253371
"660","Northwest",12,2022,2022-12-01,0.108957130693107
"661","Okanagan",1,2021,2021-01-01,1.71879021174084
"662","Okanagan",1,2022,2022-01-01,1.66509231171548
"663","Okanagan",1,2023,2023-01-01,0.967574946113858
"664","Okanagan",2,2021,2021-02-01,0.986531871302842
"665","Okanagan",2,2022,2022-02-01,0.792503765690377
"666","Okanagan",2,2023,2023-02-01,0.582137670400864
"667","Okanagan",3,2018,2018-03-01,0.76403658099223
"668","Okanagan",3,2020,2020-03-01,0.431678900179319
"669","Okanagan",3,2021,2021-03-01,1.01466844173957
"670","Okanagan",3,2022,2022-03-01,1.1122
"671","Okanagan",3,2023,2023-03-01,0.760259048117155
"672","Okanagan",4,2018,2018-04-01,0.930449128700161
"673","Okanagan",4,2019,2019-04-01,0.934596809623431
"674","Okanagan",4,2020,2020-04-01,0.953926150627615
"675","Okanagan",4,2021,2021-04-01,0.843299608584154
"676","Okanagan",4,2022,2022-04-01,0.5955074191244
"677","Okanagan",4,2023,2023-04-01,0.807610990237099
"678","Okanagan",5,2018,2018-05-01,1.79863516685376
"679","Okanagan",5,2019,2019-05-01,1.97913024991519
"680","Okanagan",5,2020,2020-05-01,0.894193793584379
"681","Okanagan",5,2021,2021-05-01,0.790427024366232
"682","Okanagan",5,2022,2022-05-01,0.885907457543687
"683","Okanagan",5,2023,2023-05-01,2.12286840329329
"684","Okanagan",6,2018,2018-06-01,1.02268098027496
"685","Okanagan",6,2019,2019-06-01,0.867695211529521
"686","Okanagan",6,2020,2020-06-01,0.725743969437875
"687","Okanagan",6,2021,2021-06-01,0.863640643802354
"688","Okanagan",6,2022,2022-06-01,0.521573175267318
"689","Okanagan",6,2023,2023-06-01,1.72332217573222
"690","Okanagan",7,2018,2018-07-01,4.04968817226248
"691","Okanagan",7,2019,2019-07-01,0.96171486886417
"692","Okanagan",7,2020,2020-07-01,1.07470530310402
"693","Okanagan",7,2021,2021-07-01,27.4921214938788
"694","Okanagan",7,2022,2022-07-01,1.35906197698745
"695","Okanagan",7,2023,2023-07-01,3.69519468373123
"696","Okanagan",8,2018,2018-08-01,56.7050266260936
"697","Okanagan",8,2019,2019-08-01,1.94848743639037
"698","Okanagan",8,2020,2020-08-01,2.07528172942817
"699","Okanagan",8,2021,2021-08-01,13.4036455820822
"700","Okanagan",8,2022,2022-08-01,7.39524091609778
"701","Okanagan",8,2023,2023-08-01,33.8587377513835
"702","Okanagan",9,2018,2018-09-01,5.68649894166872
"703","Okanagan",9,2019,2019-09-01,1.04097238493724
"704","Okanagan",9,2020,2020-09-01,18.2271172438351
"705","Okanagan",9,2021,2021-09-01,2.15842739810941
"706","Okanagan",9,2022,2022-09-01,10.4859809992616
"707","Okanagan",9,2023,2023-09-01,3.07491691572026
"708","Okanagan",10,2018,2018-10-01,4.17292064452951
"709","Okanagan",10,2019,2019-10-01,0.754559077456883
"710","Okanagan",10,2020,2020-10-01,1.75939815202232
"711","Okanagan",10,2021,2021-10-01,0.916578780633592
"712","Okanagan",10,2022,2022-10-01,8.51122561599256
"713","Okanagan",11,2018,2018-11-01,0.612206096832038
"714","Okanagan",11,2019,2019-11-01,1.31520266065873
"715","Okanagan",11,2020,2020-11-01,1.01255985654513
"716","Okanagan",11,2021,2021-11-01,0.921244756377379
"717","Okanagan",11,2022,2022-11-01,1.53486505739728
"718","Okanagan",12,2020,2020-12-01,1.35825774058577
"719","Okanagan",12,2021,2021-12-01,0.763199129254778
"720","Okanagan",12,2022,2022-12-01,0.931083253393203
"721","Richmond",1,2021,2021-01-01,14.4419636363636
"722","Richmond",1,2022,2022-01-01,14.8871375
"723","Richmond",1,2023,2023-01-01,12.7261333333333
"724","Richmond",2,2021,2021-02-01,8.0184275862069
"725","Richmond",2,2022,2022-02-01,12.9628258064516
"726","Richmond",2,2023,2023-02-01,7.16849032258065
"727","Richmond",3,2018,2018-03-01,7.23805714285714
"728","Richmond",3,2020,2020-03-01,2.81851428571429
"729","Richmond",3,2021,2021-03-01,10.1147878787879
"730","Richmond",3,2022,2022-03-01,10.4655545454545
"731","Richmond",3,2023,2023-03-01,8.80255
"732","Richmond",4,2018,2018-04-01,7.03706435882569
"733","Richmond",4,2019,2019-04-01,6.172175
"734","Richmond",4,2020,2020-04-01,8.69445
"735","Richmond",4,2021,2021-04-01,9.96374193548387
"736","Richmond",4,2022,2022-04-01,6.66991219512195
"737","Richmond",4,2023,2023-04-01,8.46032
"738","Richmond",5,2018,2018-05-01,10.6492487804878
"739","Richmond",5,2019,2019-05-01,8.50410810810811
"740","Richmond",5,2020,2020-05-01,7.176925
"741","Richmond",5,2021,2021-05-01,8.86477647058824
"742","Richmond",5,2022,2022-05-01,8.10547058823529
"743","Richmond",5,2023,2023-05-01,10.9442580645161
"744","Richmond",6,2018,2018-06-01,5.34338285714286
"745","Richmond",6,2019,2019-06-01,5.01303333333334
"746","Richmond",6,2020,2020-06-01,7.13653043478261
"747","Richmond",6,2021,2021-06-01,6.71574916047127
"748","Richmond",6,2022,2022-06-01,6.94244444444445
"749","Richmond",6,2023,2023-06-01,7.81764705882353
"750","Richmond",7,2018,2018-07-01,9.68124878048781
"751","Richmond",7,2019,2019-07-01,6.04575609756098
"752","Richmond",7,2020,2020-07-01,6.75203720930233
"753","Richmond",7,2021,2021-07-01,8.35851851851852
"754","Richmond",7,2022,2022-07-01,11.99475
"755","Richmond",7,2023,2023-07-01,7.29517647058824
"756","Richmond",8,2018,2018-08-01,37.4451818181818
"757","Richmond",8,2019,2019-08-01,7.90564324324324
"758","Richmond",8,2020,2020-08-01,7.2775
"759","Richmond",8,2021,2021-08-01,10.4607058823529
"760","Richmond",8,2022,2022-08-01,11.523
"761","Richmond",8,2023,2023-08-01,12.8018064516129
"762","Richmond",9,2018,2018-09-01,8.20059607843137
"763","Richmond",9,2019,2019-09-01,7.91285882352941
"764","Richmond",9,2020,2020-09-01,35.5474042553191
"765","Richmond",9,2021,2021-09-01,8.14385185185185
"766","Richmond",9,2022,2022-09-01,13.3784823529412
"767","Richmond",9,2023,2023-09-01,10.8895714285714
"768","Richmond",10,2018,2018-10-01,15.5491914893617
"769","Richmond",10,2019,2019-10-01,8.98783414634147
"770","Richmond",10,2020,2020-10-01,11.0560916666667
"771","Richmond",10,2021,2021-10-01,6.70978571428571
"772","Richmond",10,2022,2022-10-01,19.3836555555556
"773","Richmond",11,2018,2018-11-01,5.45885714285714
"774","Richmond",11,2019,2019-11-01,16.1736717948718
"775","Richmond",11,2020,2020-11-01,9.67961142857143
"776","Richmond",11,2021,2021-11-01,8.55778064516129
"777","Richmond",11,2022,2022-11-01,12.1470256410256
"778","Richmond",12,2020,2020-12-01,11.9903567567568
"779","Richmond",12,2021,2021-12-01,9.79993783783784
"780","Richmond",12,2022,2022-12-01,8.14156097560976
"781","South Vancouver Island",1,2021,2021-01-01,3.21273704789834
"782","South Vancouver Island",1,2022,2022-01-01,4.02883911290323
"783","South Vancouver Island",1,2023,2023-01-01,2.54888445747801
"784","South Vancouver Island",2,2021,2021-02-01,1.37333348164627
"785","South Vancouver Island",2,2022,2022-02-01,2.20091904266389
"786","South Vancouver Island",2,2023,2023-02-01,1.27634089490114
"787","South Vancouver Island",3,2018,2018-03-01,2.63730322580645
"788","South Vancouver Island",3,2020,2020-03-01,0.884293087557604
"789","South Vancouver Island",3,2021,2021-03-01,2.58560703812317
"790","South Vancouver Island",3,2022,2022-03-01,2.64256217008798
"791","South Vancouver Island",3,2023,2023-03-01,2.01241612903226
"792","South Vancouver Island",4,2018,2018-04-01,2.31379210076117
"793","South Vancouver Island",4,2019,2019-04-01,1.81315725806452
"794","South Vancouver Island",4,2020,2020-04-01,1.82037862903226
"795","South Vancouver Island",4,2021,2021-04-01,1.76508303850156
"796","South Vancouver Island",4,2022,2022-04-01,1.0717384736428
"797","South Vancouver Island",4,2023,2023-04-01,1.61055397849462
"798","South Vancouver Island",5,2018,2018-05-01,3.195892368214
"799","South Vancouver Island",5,2019,2019-05-01,2.52940435919791
"800","South Vancouver Island",5,2020,2020-05-01,1.69043091397849
"801","South Vancouver Island",5,2021,2021-05-01,1.69267779886148
"802","South Vancouver Island",5,2022,2022-05-01,1.4388614800759
"803","South Vancouver Island",5,2023,2023-05-01,1.71257856399584
"804","South Vancouver Island",6,2018,2018-06-01,1.33459465437788
"805","South Vancouver Island",6,2019,2019-06-01,1.36411111111111
"806","South Vancouver Island",6,2020,2020-06-01,1.35027180925666
"807","South Vancouver Island",6,2021,2021-06-01,1.50743032592392
"808","South Vancouver Island",6,2022,2022-06-01,1.1115982078853
"809","South Vancouver Island",6,2023,2023-06-01,1.17264895635674
"810","South Vancouver Island",7,2018,2018-07-01,4.20658001573564
"811","South Vancouver Island",7,2019,2019-07-01,1.03609441384736
"812","South Vancouver Island",7,2020,2020-07-01,1.31114298574644
"813","South Vancouver Island",7,2021,2021-07-01,1.21328554360812
"814","South Vancouver Island",7,2022,2022-07-01,1.77267741935484
"815","South Vancouver Island",7,2023,2023-07-01,1.09698292220114
"816","South Vancouver Island",8,2018,2018-08-01,25.1389824046921
"817","South Vancouver Island",8,2019,2019-08-01,1.57129346120314
"818","South Vancouver Island",8,2020,2020-08-01,1.3074811827957
"819","South Vancouver Island",8,2021,2021-08-01,2.4114155597723
"820","South Vancouver Island",8,2022,2022-08-01,2.77959762308998
"821","South Vancouver Island",8,2023,2023-08-01,6.5489448491155
"822","South Vancouver Island",9,2018,2018-09-01,2.44097938013915
"823","South Vancouver Island",9,2019,2019-09-01,1.42927931688805
"824","South Vancouver Island",9,2020,2020-09-01,19.2652738503775
"825","South Vancouver Island",9,2021,2021-09-01,1.70193070489845
"826","South Vancouver Island",9,2022,2022-09-01,3.18812675521822
"827","South Vancouver Island",9,2023,2023-09-01,1.46901843317972
"828","South Vancouver Island",10,2018,2018-10-01,5.39378119423473
"829","South Vancouver Island",10,2019,2019-10-01,2.10420487804878
"830","South Vancouver Island",10,2020,2020-10-01,2.95761559139785
"831","South Vancouver Island",10,2021,2021-10-01,1.72619216589862
"832","South Vancouver Island",10,2022,2022-10-01,4.71208673835126
"833","South Vancouver Island",11,2018,2018-11-01,0.823093087557604
"834","South Vancouver Island",11,2019,2019-11-01,3.17723076923077
"835","South Vancouver Island",11,2020,2020-11-01,2.3953802764977
"836","South Vancouver Island",11,2021,2021-11-01,2.21873340270552
"837","South Vancouver Island",11,2022,2022-11-01,2.54560827129859
"838","South Vancouver Island",12,2020,2020-12-01,3.34588352223191
"839","South Vancouver Island",12,2021,2021-12-01,1.28421543156059
"840","South Vancouver Island",12,2022,2022-12-01,1.65170354051928
"841","Thompson Cariboo Shuswap",1,2021,2021-01-01,0.666495935747421
"842","Thompson Cariboo Shuswap",1,2022,2022-01-01,0.848237899847677
"843","Thompson Cariboo Shuswap",1,2023,2023-01-01,0.47272802972605
"844","Thompson Cariboo Shuswap",2,2021,2021-02-01,0.380828111458361
"845","Thompson Cariboo Shuswap",2,2022,2022-02-01,0.4663391789303
"846","Thompson Cariboo Shuswap",2,2023,2023-02-01,0.307234808245093
"847","Thompson Cariboo Shuswap",3,2018,2018-03-01,0.436432553585029
"848","Thompson Cariboo Shuswap",3,2020,2020-03-01,0.357027744532695
"849","Thompson Cariboo Shuswap",3,2021,2021-03-01,0.565613819843523
"850","Thompson Cariboo Shuswap",3,2022,2022-03-01,0.651478543238939
"851","Thompson Cariboo Shuswap",3,2023,2023-03-01,0.714493859482102
"852","Thompson Cariboo Shuswap",4,2018,2018-04-01,0.735064518764754
"853","Thompson Cariboo Shuswap",4,2019,2019-04-01,0.626077837014471
"854","Thompson Cariboo Shuswap",4,2020,2020-04-01,0.722862538080731
"855","Thompson Cariboo Shuswap",4,2021,2021-04-01,0.684978207994497
"856","Thompson Cariboo Shuswap",4,2022,2022-04-01,0.401769085876693
"857","Thompson Cariboo Shuswap",4,2023,2023-04-01,0.759343894389439
"858","Thompson Cariboo Shuswap",5,2018,2018-05-01,1.48621158768785
"859","Thompson Cariboo Shuswap",5,2019,2019-05-01,1.782050068957
"860","Thompson Cariboo Shuswap",5,2020,2020-05-01,0.857701383599898
"861","Thompson Cariboo Shuswap",5,2021,2021-05-01,0.68210600779535
"862","Thompson Cariboo Shuswap",5,2022,2022-05-01,0.541866941445276
"863","Thompson Cariboo Shuswap",5,2023,2023-05-01,5.26703761393509
"864","Thompson Cariboo Shuswap",6,2018,2018-06-01,0.892199769339571
"865","Thompson Cariboo Shuswap",6,2019,2019-06-01,0.643837471439452
"866","Thompson Cariboo Shuswap",6,2020,2020-06-01,0.538134626974403
"867","Thompson Cariboo Shuswap",6,2021,2021-06-01,0.787493375885367
"868","Thompson Cariboo Shuswap",6,2022,2022-06-01,0.431184124566303
"869","Thompson Cariboo Shuswap",6,2023,2023-06-01,2.16694879261682
"870","Thompson Cariboo Shuswap",7,2018,2018-07-01,0.933824397674289
"871","Thompson Cariboo Shuswap",7,2019,2019-07-01,0.79921304775881
"872","Thompson Cariboo Shuswap",7,2020,2020-07-01,0.80103542039356
"873","Thompson Cariboo Shuswap",7,2021,2021-07-01,19.5279433584384
"874","Thompson Cariboo Shuswap",7,2022,2022-07-01,0.865973914699162
"875","Thompson Cariboo Shuswap",7,2023,2023-07-01,10.3247096456252
"876","Thompson Cariboo Shuswap",8,2018,2018-08-01,61.3357621685245
"877","Thompson Cariboo Shuswap",8,2019,2019-08-01,1.08736995944917
"878","Thompson Cariboo Shuswap",8,2020,2020-08-01,1.10075704493526
"879","Thompson Cariboo Shuswap",8,2021,2021-08-01,9.41775153442946
"880","Thompson Cariboo Shuswap",8,2022,2022-08-01,4.94355449553052
"881","Thompson Cariboo Shuswap",8,2023,2023-08-01,21.592037835049
"882","Thompson Cariboo Shuswap",9,2018,2018-09-01,1.6770703403372
"883","Thompson Cariboo Shuswap",9,2019,2019-09-01,0.728279906814211
"884","Thompson Cariboo Shuswap",9,2020,2020-09-01,11.084250457779
"885","Thompson Cariboo Shuswap",9,2021,2021-09-01,1.01689340216073
"886","Thompson Cariboo Shuswap",9,2022,2022-09-01,4.17157764437077
"887","Thompson Cariboo Shuswap",9,2023,2023-09-01,1.6115074529431
"888","Thompson Cariboo Shuswap",10,2018,2018-10-01,2.78608056910437
"889","Thompson Cariboo Shuswap",10,2019,2019-10-01,0.479746690691583
"890","Thompson Cariboo Shuswap",10,2020,2020-10-01,1.0949726199543
"891","Thompson Cariboo Shuswap",10,2021,2021-10-01,0.534057980633228
"892","Thompson Cariboo Shuswap",10,2022,2022-10-01,3.85399616653973
"893","Thompson Cariboo Shuswap",11,2018,2018-11-01,0.261923098683495
"894","Thompson Cariboo Shuswap",11,2019,2019-11-01,0.623845075868534
"895","Thompson Cariboo Shuswap",11,2020,2020-11-01,0.458850118594277
"896","Thompson Cariboo Shuswap",11,2021,2021-11-01,0.398136255312876
"897","Thompson Cariboo Shuswap",11,2022,2022-11-01,0.817119354775714
"898","Thompson Cariboo Shuswap",12,2020,2020-12-01,0.645354760091394
