Year,REGION,HA_NAME,HSDA_NAME,agegrp,SEX,DISEASE,INC_CRUDE_RATE,INC_CRUDE_RATE_LOWER,INC_CRUDE_RATE_UPPER,PRE_CRUDE_RATE,PRE_CRUDE_RATE_LOWER,PRE_CRUDE_RATE_UPPER,age_min,age_max
2005,HSDA-23,Fraser,Fraser South,35-49,M,"Asthma, Episodic 1+",,,,3.5,3.3,3.6,35.0,49.0
2005,HSDA-23,Fraser,Fraser South,35-49,T,Asthma 1+,646.7,605.0,690.6,8.6,8.5,8.8,35.0,49.0
2005,HSDA-23,Fraser,Fraser South,35-49,T,"Asthma, Episodic 1+",,,,4.3,4.2,4.4,35.0,49.0
2005,HSDA-23,Fraser,Fraser South,50-64,F,"Asthma, Episodic 1+",,,,6.2,6.0,6.4,50.0,64.0
2005,HSDA-23,Fraser,Fraser South,50-64,F,Asthma 1+,879.6,800.5,964.5,11.2,10.9,11.4,50.0,64.0
2005,HSDA-23,Fraser,Fraser South,50-64,M,"Asthma, Episodic 1+",,,,4.0,3.8,4.2,50.0,64.0
2005,HSDA-23,Fraser,Fraser South,50-64,M,Asthma 1+,551.9,490.5,618.9,7.3,7.1,7.5,50.0,64.0
2005,HSDA-23,Fraser,Fraser South,50-64,T,Asthma 1+,713.3,663.0,766.4,9.2,9.0,9.4,50.0,64.0
2005,HSDA-23,Fraser,Fraser South,50-64,T,"Asthma, Episodic 1+",,,,5.1,5.0,5.2,50.0,64.0
2005,HSDA-23,Fraser,Fraser South,65-79,F,Asthma 1+,976.7,858.2,1106.9,13.8,13.4,14.2,65.0,79.0
2005,HSDA-23,Fraser,Fraser South,65-79,F,"Asthma, Episodic 1+",,,,8.7,8.3,9.0,65.0,79.0
2005,HSDA-23,Fraser,Fraser South,65-79,M,Asthma 1+,875.0,758.4,1004.3,11.2,10.8,11.6,65.0,79.0
2005,HSDA-23,Fraser,Fraser South,65-79,M,"Asthma, Episodic 1+",,,,6.9,6.5,7.2,65.0,79.0
2005,HSDA-23,Fraser,Fraser South,65-79,T,"Asthma, Episodic 1+",,,,7.8,7.6,8.0,65.0,79.0
2005,HSDA-23,Fraser,Fraser South,65-79,T,Asthma 1+,927.7,843.7,1017.9,12.6,12.3,12.9,65.0,79.0
2005,HSDA-23,Fraser,Fraser South,80+,F,Asthma 1+,877.3,715.3,1064.9,14.1,13.5,14.7,80.0,
2005,HSDA-23,Fraser,Fraser South,80+,F,"Asthma, Episodic 1+",,,,8.7,8.2,9.2,80.0,
2005,HSDA-23,Fraser,Fraser South,80+,M,"Asthma, Episodic 1+",,,,9.5,8.9,10.2,80.0,
2005,HSDA-23,Fraser,Fraser South,80+,M,Asthma 1+,658.2,480.1,880.7,14.5,13.7,15.4,80.0,
2005,HSDA-23,Fraser,Fraser South,80+,T,"Asthma, Episodic 1+",,,,9.0,8.6,9.4,80.0,
2005,HSDA-23,Fraser,Fraser South,80+,T,Asthma 1+,799.6,676.0,939.3,14.2,13.7,14.7,80.0,
2005,HSDA-23,Fraser,Fraser South,Total,F,"Asthma, Episodic 1+",,,,5.7,5.6,5.8,,
2005,HSDA-23,Fraser,Fraser South,Total,F,Asthma 1+,960.0,924.1,996.8,11.5,11.4,11.7,,
2005,HSDA-23,Fraser,Fraser South,Total,M,Asthma 1+,944.9,909.1,981.8,11.2,11.1,11.3,,
2005,HSDA-23,Fraser,Fraser South,Total,M,"Asthma, Episodic 1+",,,,5.2,5.1,5.3,,
2005,HSDA-23,Fraser,Fraser South,Total,T,Asthma 1+,952.6,927.2,978.5,11.4,11.3,11.4,,
2005,HSDA-23,Fraser,Fraser South,Total,T,"Asthma, Episodic 1+",,,,5.4,5.4,5.5,,
2005,HSDA-31,Vancouver Coastal,Richmond,1-19,F,"Asthma, Episodic 1+",,,,3.2,3.0,3.5,1.0,19.0
2005,HSDA-31,Vancouver Coastal,Richmond,1-19,F,Asthma 1+,856.2,724.3,1005.3,8.7,8.3,9.1,1.0,19.0
2005,HSDA-31,Vancouver Coastal,Richmond,1-19,M,"Asthma, Episodic 1+",,,,5.3,5.0,5.7,1.0,19.0
2005,HSDA-31,Vancouver Coastal,Richmond,1-19,M,Asthma 1+,1426.8,1257.0,1613.1,13.5,13.0,14.0,1.0,19.0
2005,HSDA-31,Vancouver Coastal,Richmond,1-19,T,Asthma 1+,1145.3,1036.3,1262.6,11.2,10.8,11.5,1.0,19.0
2005,HSDA-31,Vancouver Coastal,Richmond,1-19,T,"Asthma, Episodic 1+",,,,4.3,4.1,4.5,1.0,19.0
2005,HSDA-31,Vancouver Coastal,Richmond,20-34,F,Asthma 1+,568.5,460.5,694.3,6.8,6.4,7.1,20.0,34.0
2005,HSDA-31,Vancouver Coastal,Richmond,20-34,F,"Asthma, Episodic 1+",,,,2.8,2.5,3.0,20.0,34.0
2005,HSDA-31,Vancouver Coastal,Richmond,20-34,M,Asthma 1+,332.9,250.1,434.4,6.4,6.1,6.8,20.0,34.0
2005,HSDA-31,Vancouver Coastal,Richmond,20-34,M,"Asthma, Episodic 1+",,,,2.1,1.9,2.3,20.0,34.0
2005,HSDA-31,Vancouver Coastal,Richmond,20-34,T,"Asthma, Episodic 1+",,,,2.4,2.3,2.6,20.0,34.0
2005,HSDA-31,Vancouver Coastal,Richmond,20-34,T,Asthma 1+,453.1,383.5,531.7,6.6,6.3,6.9,20.0,34.0
2005,HSDA-31,Vancouver Coastal,Richmond,35-49,F,Asthma 1+,468.4,384.6,565.0,6.4,6.1,6.7,35.0,49.0
2005,HSDA-31,Vancouver Coastal,Richmond,35-49,F,"Asthma, Episodic 1+",,,,3.1,2.9,3.3,35.0,49.0
2005,HSDA-31,Vancouver Coastal,Richmond,35-49,M,"Asthma, Episodic 1+",,,,2.2,2.0,2.4,35.0,49.0
2005,HSDA-31,Vancouver Coastal,Richmond,35-49,M,Asthma 1+,353.4,277.0,444.3,4.6,4.3,4.8,35.0,49.0
2005,HSDA-31,Vancouver Coastal,Richmond,35-49,T,Asthma 1+,414.3,356.3,479.1,5.5,5.3,5.8,35.0,49.0
2005,HSDA-31,Vancouver Coastal,Richmond,35-49,T,"Asthma, Episodic 1+",,,,2.7,2.6,2.9,35.0,49.0
2005,HSDA-31,Vancouver Coastal,Richmond,50-64,F,Asthma 1+,453.2,359.4,564.1,7.4,7.0,7.8,50.0,64.0
2005,HSDA-31,Vancouver Coastal,Richmond,50-64,F,"Asthma, Episodic 1+",,,,3.8,3.6,4.1,50.0,64.0
2005,HSDA-31,Vancouver Coastal,Richmond,50-64,M,Asthma 1+,404.9,315.6,511.5,4.8,4.4,5.1,50.0,64.0
2005,HSDA-31,Vancouver Coastal,Richmond,50-64,M,"Asthma, Episodic 1+",,,,2.6,2.4,2.8,50.0,64.0
2005,HSDA-31,Vancouver Coastal,Richmond,50-64,T,"Asthma, Episodic 1+",,,,3.2,3.0,3.4,50.0,64.0
2005,HSDA-31,Vancouver Coastal,Richmond,50-64,T,Asthma 1+,429.3,363.3,503.8,6.1,5.9,6.4,50.0,64.0
2005,HSDA-31,Vancouver Coastal,Richmond,65-79,F,Asthma 1+,469.0,331.9,643.7,8.9,8.3,9.5,65.0,79.0
2005,HSDA-31,Vancouver Coastal,Richmond,65-79,F,"Asthma, Episodic 1+",,,,5.1,4.7,5.6,65.0,79.0
2005,HSDA-31,Vancouver Coastal,Richmond,65-79,M,"Asthma, Episodic 1+",,,,4.4,3.9,4.9,65.0,79.0
2005,HSDA-31,Vancouver Coastal,Richmond,65-79,M,Asthma 1+,420.8,283.9,600.7,7.6,7.0,8.3,65.0,79.0
2005,HSDA-31,Vancouver Coastal,Richmond,65-79,T,Asthma 1+,446.4,346.7,566.0,8.3,7.8,8.7,65.0,79.0
2005,HSDA-31,Vancouver Coastal,Richmond,65-79,T,"Asthma, Episodic 1+",,,,4.8,4.5,5.1,65.0,79.0
2005,HSDA-31,Vancouver Coastal,Richmond,80+,F,Asthma 1+,893.1,606.8,1267.7,11.0,10.0,12.1,80.0,
2005,HSDA-31,Vancouver Coastal,Richmond,80+,F,"Asthma, Episodic 1+",,,,6.7,5.9,7.6,80.0,
2005,HSDA-31,Vancouver Coastal,Richmond,80+,M,Asthma 1+,601.8,311.0,1051.2,11.3,9.9,12.8,80.0,
2005,HSDA-31,Vancouver Coastal,Richmond,80+,M,"Asthma, Episodic 1+",,,,6.7,5.7,7.9,80.0,
2005,HSDA-31,Vancouver Coastal,Richmond,80+,T,Asthma 1+,786.5,569.2,1059.5,11.1,10.3,11.9,80.0,
2005,HSDA-31,Vancouver Coastal,Richmond,80+,T,"Asthma, Episodic 1+",,,,6.7,6.1,7.4,80.0,
2005,HSDA-31,Vancouver Coastal,Richmond,Total,F,Asthma 1+,579.6,530.0,632.5,7.6,7.4,7.7,,
2005,HSDA-31,Vancouver Coastal,Richmond,Total,F,"Asthma, Episodic 1+",,,,3.6,3.4,3.7,,
2005,HSDA-31,Vancouver Coastal,Richmond,Total,M,"Asthma, Episodic 1+",,,,3.3,3.2,3.4,,
2005,HSDA-31,Vancouver Coastal,Richmond,Total,M,Asthma 1+,608.6,556.1,664.8,7.5,7.3,7.7,,
2005,HSDA-31,Vancouver Coastal,Richmond,Total,T,Asthma 1+,593.6,557.3,631.6,7.5,7.4,7.7,,
2005,HSDA-31,Vancouver Coastal,Richmond,Total,T,"Asthma, Episodic 1+",,,,3.4,3.4,3.5,,
2005,HSDA-32,Vancouver Coastal,Vancouver,1-19,F,"Asthma, Episodic 1+",,,,4.7,4.5,4.9,1.0,19.0
2005,HSDA-32,Vancouver Coastal,Vancouver,1-19,F,Asthma 1+,1229.6,1128.8,1337.0,11.8,11.5,12.1,1.0,19.0
2005,HSDA-32,Vancouver Coastal,Vancouver,1-19,M,Asthma 1+,1714.7,1595.7,1840.2,16.7,16.3,17.0,1.0,19.0
2005,HSDA-32,Vancouver Coastal,Vancouver,1-19,M,"Asthma, Episodic 1+",,,,6.7,6.5,7.0,1.0,19.0
2005,HSDA-32,Vancouver Coastal,Vancouver,1-19,T,"Asthma, Episodic 1+",,,,5.7,5.6,5.9,1.0,19.0
2005,HSDA-32,Vancouver Coastal,Vancouver,1-19,T,Asthma 1+,1473.1,1394.6,1554.8,14.3,14.1,14.6,1.0,19.0
2005,HSDA-32,Vancouver Coastal,Vancouver,20-34,F,"Asthma, Episodic 1+",,,,3.1,3.0,3.3,20.0,34.0
2005,HSDA-32,Vancouver Coastal,Vancouver,20-34,F,Asthma 1+,667.5,607.3,732.1,7.1,6.9,7.3,20.0,34.0
2005,HSDA-32,Vancouver Coastal,Vancouver,20-34,M,"Asthma, Episodic 1+",,,,2.4,2.3,2.5,20.0,34.0
2005,HSDA-32,Vancouver Coastal,Vancouver,20-34,M,Asthma 1+,418.8,370.3,472.0,6.2,6.0,6.4,20.0,34.0
2005,HSDA-32,Vancouver Coastal,Vancouver,20-34,T,Asthma 1+,546.3,507.1,587.7,6.7,6.5,6.8,20.0,34.0
2005,HSDA-32,Vancouver Coastal,Vancouver,20-34,T,"Asthma, Episodic 1+",,,,2.8,2.7,2.9,20.0,34.0
2005,HSDA-32,Vancouver Coastal,Vancouver,35-49,F,"Asthma, Episodic 1+",,,,4.3,4.2,4.5,35.0,49.0
2005,HSDA-32,Vancouver Coastal,Vancouver,35-49,F,Asthma 1+,722.3,661.5,787.3,8.1,7.9,8.3,35.0,49.0
2005,HSDA-32,Vancouver Coastal,Vancouver,35-49,M,"Asthma, Episodic 1+",,,,2.9,2.8,3.0,35.0,49.0
2005,HSDA-32,Vancouver Coastal,Vancouver,35-49,M,Asthma 1+,495.8,447.0,548.5,5.7,5.5,5.8,35.0,49.0
2005,HSDA-32,Vancouver Coastal,Vancouver,35-49,T,"Asthma, Episodic 1+",,,,3.6,3.5,3.7,35.0,49.0
2005,HSDA-32,Vancouver Coastal,Vancouver,35-49,T,Asthma 1+,605.8,566.7,646.8,6.9,6.7,7.0,35.0,49.0
2005,HSDA-32,Vancouver Coastal,Vancouver,50-64,F,"Asthma, Episodic 1+",,,,5.0,4.8,5.2,50.0,64.0
2005,HSDA-32,Vancouver Coastal,Vancouver,50-64,F,Asthma 1+,702.2,629.4,781.2,9.2,9.0,9.5,50.0,64.0
2005,HSDA-32,Vancouver Coastal,Vancouver,50-64,M,"Asthma, Episodic 1+",,,,3.7,3.5,3.8,50.0,64.0
2005,HSDA-32,Vancouver Coastal,Vancouver,50-64,M,Asthma 1+,529.6,467.3,597.9,6.7,6.4,6.9,50.0,64.0
2005,HSDA-32,Vancouver Coastal,Vancouver,50-64,T,"Asthma, Episodic 1+",,,,4.3,4.2,4.4,50.0,64.0
2005,HSDA-32,Vancouver Coastal,Vancouver,50-64,T,Asthma 1+,614.9,566.6,666.1,8.0,7.8,8.1,50.0,64.0
2005,HSDA-32,Vancouver Coastal,Vancouver,65-79,F,Asthma 1+,885.0,773.6,1008.0,11.0,10.7,11.4,65.0,79.0
2005,HSDA-32,Vancouver Coastal,Vancouver,65-79,F,"Asthma, Episodic 1+",,,,6.3,6.1,6.6,65.0,79.0
2005,HSDA-32,Vancouver Coastal,Vancouver,65-79,M,"Asthma, Episodic 1+",,,,6.2,5.9,6.5,65.0,79.0
2005,HSDA-32,Vancouver Coastal,Vancouver,65-79,M,Asthma 1+,663.9,563.8,776.6,9.8,9.4,10.1,65.0,79.0
2005,HSDA-32,Vancouver Coastal,Vancouver,65-79,T,"Asthma, Episodic 1+",,,,6.3,6.0,6.5,65.0,79.0
2005,HSDA-32,Vancouver Coastal,Vancouver,65-79,T,Asthma 1+,779.1,703.0,861.2,10.4,10.2,10.7,65.0,79.0
2005,HSDA-32,Vancouver Coastal,Vancouver,80+,F,Asthma 1+,739.4,598.2,903.8,12.5,11.9,13.0,80.0,
2005,HSDA-32,Vancouver Coastal,Vancouver,80+,F,"Asthma, Episodic 1+",,,,7.2,6.8,7.7,80.0,
2005,HSDA-32,Vancouver Coastal,Vancouver,80+,M,"Asthma, Episodic 1+",,,,8.2,7.6,8.9,80.0,
2005,HSDA-32,Vancouver Coastal,Vancouver,80+,M,Asthma 1+,932.9,718.5,1191.3,13.4,12.6,14.2,80.0,
2005,HSDA-32,Vancouver Coastal,Vancouver,80+,T,"Asthma, Episodic 1+",,,,7.6,7.2,7.9,80.0,
2005,HSDA-32,Vancouver Coastal,Vancouver,80+,T,Asthma 1+,805.9,685.5,941.3,12.8,12.3,13.2,80.0,
2005,HSDA-32,Vancouver Coastal,Vancouver,Total,F,"Asthma, Episodic 1+",,,,4.5,4.5,4.6,,
2005,HSDA-32,Vancouver Coastal,Vancouver,Total,F,Asthma 1+,804.9,771.4,839.4,9.2,9.1,9.3,,
2005,HSDA-32,Vancouver Coastal,Vancouver,Total,M,Asthma 1+,716.4,684.5,749.4,8.6,8.5,8.7,,
2005,HSDA-32,Vancouver Coastal,Vancouver,Total,M,"Asthma, Episodic 1+",,,,4.1,4.0,4.1,,
2005,HSDA-32,Vancouver Coastal,Vancouver,Total,T,Asthma 1+,761.0,737.9,784.8,8.9,8.8,9.0,,
2005,HSDA-32,Vancouver Coastal,Vancouver,Total,T,"Asthma, Episodic 1+",,,,4.3,4.3,4.4,,
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,1-19,F,"Asthma, Episodic 1+",,,,4.1,3.8,4.3,1.0,19.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,1-19,F,Asthma 1+,1192.2,1062.6,1333.3,9.5,9.2,9.9,1.0,19.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,1-19,M,Asthma 1+,1321.7,1184.5,1470.3,13.5,13.0,13.9,1.0,19.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,1-19,M,"Asthma, Episodic 1+",,,,5.5,5.2,5.7,1.0,19.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,1-19,T,Asthma 1+,1256.7,1161.6,1357.5,11.5,11.3,11.8,1.0,19.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,1-19,T,"Asthma, Episodic 1+",,,,4.8,4.6,5.0,1.0,19.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,20-34,F,Asthma 1+,627.2,524.4,744.2,8.8,8.4,9.2,20.0,34.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,20-34,F,"Asthma, Episodic 1+",,,,3.9,3.6,4.1,20.0,34.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,20-34,M,"Asthma, Episodic 1+",,,,2.6,2.4,2.8,20.0,34.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,20-34,M,Asthma 1+,381.3,303.2,473.2,6.7,6.4,7.1,20.0,34.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,20-34,T,"Asthma, Episodic 1+",,,,3.2,3.1,3.4,20.0,34.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,20-34,T,Asthma 1+,502.4,437.2,574.6,7.7,7.5,8.0,20.0,34.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,35-49,F,"Asthma, Episodic 1+",,,,4.5,4.2,4.7,35.0,49.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,35-49,F,Asthma 1+,708.7,618.0,809.1,8.3,8.0,8.7,35.0,49.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,35-49,M,Asthma 1+,472.2,397.0,557.6,5.2,5.0,5.5,35.0,49.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,35-49,M,"Asthma, Episodic 1+",,,,2.9,2.7,3.1,35.0,49.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,35-49,T,Asthma 1+,593.3,533.4,658.1,6.8,6.6,7.0,35.0,49.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,35-49,T,"Asthma, Episodic 1+",,,,3.7,3.6,3.9,35.0,49.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,50-64,F,"Asthma, Episodic 1+",,,,5.1,4.8,5.3,50.0,64.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,50-64,F,Asthma 1+,645.6,550.3,752.7,8.6,8.2,8.9,50.0,64.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,50-64,M,"Asthma, Episodic 1+",,,,3.1,2.9,3.3,50.0,64.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,50-64,M,Asthma 1+,399.0,326.0,483.4,5.4,5.1,5.7,50.0,64.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,50-64,T,"Asthma, Episodic 1+",,,,4.1,3.9,4.3,50.0,64.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,50-64,T,Asthma 1+,520.3,459.8,586.6,7.0,6.8,7.2,50.0,64.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,65-79,F,"Asthma, Episodic 1+",,,,7.3,6.9,7.7,65.0,79.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,65-79,F,Asthma 1+,928.9,771.4,1109.1,10.6,10.1,11.2,65.0,79.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,65-79,M,"Asthma, Episodic 1+",,,,5.1,4.7,5.5,65.0,79.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,65-79,M,Asthma 1+,665.1,528.2,826.6,7.7,7.2,8.2,65.0,79.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,65-79,T,"Asthma, Episodic 1+",,,,6.3,6.0,6.6,65.0,79.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,65-79,T,Asthma 1+,801.7,695.2,919.9,9.2,8.9,9.6,65.0,79.0
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,80+,F,"Asthma, Episodic 1+",,,,7.0,6.4,7.7,80.0,
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,80+,F,Asthma 1+,630.4,448.2,861.7,11.7,10.9,12.5,80.0,
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,80+,M,Asthma 1+,835.9,564.0,1193.3,10.3,9.3,11.3,80.0,
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,80+,M,"Asthma, Episodic 1+",,,,7.0,6.2,7.9,80.0,
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,80+,T,"Asthma, Episodic 1+",,,,7.0,6.5,7.5,80.0,
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,80+,T,Asthma 1+,705.2,548.7,892.5,11.2,10.6,11.8,80.0,
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,Total,F,Asthma 1+,803.4,753.9,855.3,9.1,9.0,9.3,,
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,Total,F,"Asthma, Episodic 1+",,,,4.9,4.7,5.0,,
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,Total,M,"Asthma, Episodic 1+",,,,3.8,3.7,3.9,,
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,Total,M,Asthma 1+,654.0,608.7,701.7,7.8,7.7,8.0,,
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,Total,T,Asthma 1+,729.8,696.0,764.8,8.5,8.4,8.6,,
2005,HSDA-33,Vancouver Coastal,North Shore/Coast Garibaldi,Total,T,"Asthma, Episodic 1+",,,,4.4,4.3,4.4,,
2005,HSDA-41,Vancouver Island,South Vancouver Island,1-19,F,"Asthma, Episodic 1+",,,,5.2,4.9,5.5,1.0,19.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,1-19,F,Asthma 1+,1277.6,1149.6,1416.1,11.8,11.4,12.2,1.0,19.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,1-19,M,Asthma 1+,1620.1,1474.1,1776.8,16.0,15.6,16.5,1.0,19.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,1-19,M,"Asthma, Episodic 1+",,,,6.8,6.5,7.1,1.0,19.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,1-19,T,Asthma 1+,1447.1,1349.4,1550.1,13.9,13.6,14.2,1.0,19.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,1-19,T,"Asthma, Episodic 1+",,,,6.0,5.8,6.2,1.0,19.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,20-34,F,Asthma 1+,766.0,667.2,875.2,11.6,11.2,12.0,20.0,34.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,20-34,F,"Asthma, Episodic 1+",,,,5.0,4.8,5.3,20.0,34.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,20-34,M,"Asthma, Episodic 1+",,,,3.1,2.9,3.3,20.0,34.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,20-34,M,Asthma 1+,389.2,319.6,469.5,8.4,8.0,8.7,20.0,34.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,20-34,T,"Asthma, Episodic 1+",,,,4.1,3.9,4.3,20.0,34.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,20-34,T,Asthma 1+,578.2,517.1,644.6,10.0,9.8,10.3,20.0,34.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,35-49,F,"Asthma, Episodic 1+",,,,5.5,5.3,5.8,35.0,49.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,35-49,F,Asthma 1+,749.0,661.5,844.8,9.8,9.5,10.2,35.0,49.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,35-49,M,"Asthma, Episodic 1+",,,,3.4,3.2,3.6,35.0,49.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,35-49,M,Asthma 1+,466.0,395.9,544.8,6.0,5.8,6.3,35.0,49.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,35-49,T,"Asthma, Episodic 1+",,,,4.5,4.4,4.7,35.0,49.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,35-49,T,Asthma 1+,610.9,554.0,672.1,8.0,7.8,8.2,35.0,49.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,50-64,F,Asthma 1+,714.2,626.7,810.5,9.5,9.1,9.8,50.0,64.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,50-64,F,"Asthma, Episodic 1+",,,,5.7,5.5,6.0,50.0,64.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,50-64,M,"Asthma, Episodic 1+",,,,3.5,3.3,3.7,50.0,64.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,50-64,M,Asthma 1+,475.3,403.4,556.3,5.6,5.3,5.8,50.0,64.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,50-64,T,Asthma 1+,596.5,539.1,658.3,7.6,7.4,7.8,50.0,64.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,50-64,T,"Asthma, Episodic 1+",,,,4.6,4.5,4.8,50.0,64.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,65-79,F,Asthma 1+,718.2,602.2,850.1,10.2,9.8,10.6,65.0,79.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,65-79,F,"Asthma, Episodic 1+",,,,6.9,6.5,7.2,65.0,79.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,65-79,M,Asthma 1+,523.5,418.8,646.6,7.4,7.0,7.8,65.0,79.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,65-79,M,"Asthma, Episodic 1+",,,,5.2,4.9,5.6,65.0,79.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,65-79,T,Asthma 1+,627.2,547.3,715.6,8.9,8.6,9.2,65.0,79.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,65-79,T,"Asthma, Episodic 1+",,,,6.1,5.9,6.4,65.0,79.0
2005,HSDA-41,Vancouver Island,South Vancouver Island,80+,F,Asthma 1+,530.4,407.6,678.7,11.0,10.5,11.6,80.0,
2005,HSDA-41,Vancouver Island,South Vancouver Island,80+,F,"Asthma, Episodic 1+",,,,6.9,6.5,7.4,80.0,
2005,HSDA-41,Vancouver Island,South Vancouver Island,80+,M,Asthma 1+,622.4,448.6,841.3,10.6,9.9,11.4,80.0,
2005,HSDA-41,Vancouver Island,South Vancouver Island,80+,M,"Asthma, Episodic 1+",,,,7.2,6.6,7.9,80.0,
2005,HSDA-41,Vancouver Island,South Vancouver Island,80+,T,"Asthma, Episodic 1+",,,,7.0,6.7,7.4,80.0,
2005,HSDA-41,Vancouver Island,South Vancouver Island,80+,T,Asthma 1+,562.4,460.0,680.9,10.9,10.4,11.3,80.0,
2005,HSDA-41,Vancouver Island,South Vancouver Island,Total,F,"Asthma, Episodic 1+",,,,5.7,5.6,5.8,,
2005,HSDA-41,Vancouver Island,South Vancouver Island,Total,F,Asthma 1+,820.4,776.1,866.5,10.6,10.4,10.7,,
2005,HSDA-41,Vancouver Island,South Vancouver Island,Total,M,"Asthma, Episodic 1+",,,,4.4,4.3,4.6,,
2005,HSDA-41,Vancouver Island,South Vancouver Island,Total,M,Asthma 1+,688.1,646.1,732.1,8.8,8.7,9.0,,
2005,HSDA-41,Vancouver Island,South Vancouver Island,Total,T,"Asthma, Episodic 1+",,,,5.1,5.0,5.2,,
2005,HSDA-41,Vancouver Island,South Vancouver Island,Total,T,Asthma 1+,756.5,725.8,788.2,9.7,9.6,9.8,,
2005,HSDA-42,Vancouver Island,Central Vancouver Island,1-19,F,"Asthma, Episodic 1+",,,,5.3,5.0,5.6,1.0,19.0
2005,HSDA-42,Vancouver Island,Central Vancouver Island,1-19,F,Asthma 1+,1321.8,1176.7,1479.9,13.0,12.6,13.5,1.0,19.0
