"REF_DATE","GEO","DGUID","Age group","Sex","Element","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","British Columbia","2016A000259","24 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172094","10.25.1.3","0.00089","","","","5"
"2022","British Columbia","2016A000259","24 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172094","10.25.1.3","0.00086","","","","5"
"2012","British Columbia","2016A000259","25 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172121","10.26.1.3","0.00052","","","","5"
"2013","British Columbia","2016A000259","25 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172121","10.26.1.3","0.00058","","","","5"
"2014","British Columbia","2016A000259","25 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172121","10.26.1.3","0.00052","","","","5"
"2015","British Columbia","2016A000259","25 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172121","10.26.1.3","0.00061","","","","5"
"2016","British Columbia","2016A000259","25 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172121","10.26.1.3","0.00080","","","","5"
"2017","British Columbia","2016A000259","25 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172121","10.26.1.3","0.00088","","","","5"
"2018","British Columbia","2016A000259","25 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172121","10.26.1.3","0.00091","","","","5"
"2019","British Columbia","2016A000259","25 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172121","10.26.1.3","0.00075","","","","5"
"2020","British Columbia","2016A000259","25 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172121","10.26.1.3","0.00087","","","","5"
"2021","British Columbia","2016A000259","25 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172121","10.26.1.3","0.00092","","","","5"
"2022","British Columbia","2016A000259","25 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172121","10.26.1.3","0.00093","","","","5"
"2012","British Columbia","2016A000259","26 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172148","10.27.1.3","0.00053","","","","5"
"2013","British Columbia","2016A000259","26 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172148","10.27.1.3","0.00057","","","","5"
"2014","British Columbia","2016A000259","26 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172148","10.27.1.3","0.00056","","","","5"
"2015","British Columbia","2016A000259","26 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172148","10.27.1.3","0.00063","","","","5"
"2016","British Columbia","2016A000259","26 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172148","10.27.1.3","0.00081","","","","5"
"2017","British Columbia","2016A000259","26 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172148","10.27.1.3","0.00093","","","","5"
"2018","British Columbia","2016A000259","26 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172148","10.27.1.3","0.00094","","","","5"
"2019","British Columbia","2016A000259","26 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172148","10.27.1.3","0.00080","","","","5"
"2020","British Columbia","2016A000259","26 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172148","10.27.1.3","0.00090","","","","5"
"2021","British Columbia","2016A000259","26 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172148","10.27.1.3","0.00096","","","","5"
"2022","British Columbia","2016A000259","26 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172148","10.27.1.3","0.00100","","","","5"
"2012","British Columbia","2016A000259","27 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172175","10.28.1.3","0.00054","","","","5"
"2013","British Columbia","2016A000259","27 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172175","10.28.1.3","0.00057","","","","5"
"2014","British Columbia","2016A000259","27 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172175","10.28.1.3","0.00059","","","","5"
"2015","British Columbia","2016A000259","27 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172175","10.28.1.3","0.00066","","","","5"
"2016","British Columbia","2016A000259","27 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172175","10.28.1.3","0.00082","","","","5"
"2017","British Columbia","2016A000259","27 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172175","10.28.1.3","0.00098","","","","5"
"2018","British Columbia","2016A000259","27 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172175","10.28.1.3","0.00096","","","","5"
"2019","British Columbia","2016A000259","27 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172175","10.28.1.3","0.00083","","","","5"
"2020","British Columbia","2016A000259","27 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172175","10.28.1.3","0.00093","","","","5"
"2021","British Columbia","2016A000259","27 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172175","10.28.1.3","0.00100","","","","5"
"2022","British Columbia","2016A000259","27 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172175","10.28.1.3","0.00107","","","","5"
"2012","British Columbia","2016A000259","28 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172202","10.29.1.3","0.00055","","","","5"
"2013","British Columbia","2016A000259","28 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172202","10.29.1.3","0.00058","","","","5"
"2014","British Columbia","2016A000259","28 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172202","10.29.1.3","0.00063","","","","5"
"2015","British Columbia","2016A000259","28 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172202","10.29.1.3","0.00069","","","","5"
"2016","British Columbia","2016A000259","28 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172202","10.29.1.3","0.00084","","","","5"
"2017","British Columbia","2016A000259","28 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172202","10.29.1.3","0.00103","","","","5"
"2018","British Columbia","2016A000259","28 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172202","10.29.1.3","0.00098","","","","5"
"2019","British Columbia","2016A000259","28 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172202","10.29.1.3","0.00087","","","","5"
"2020","British Columbia","2016A000259","28 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172202","10.29.1.3","0.00097","","","","5"
"2021","British Columbia","2016A000259","28 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172202","10.29.1.3","0.00106","","","","5"
"2022","British Columbia","2016A000259","28 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172202","10.29.1.3","0.00113","","","","5"
"2012","British Columbia","2016A000259","29 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172229","10.30.1.3","0.00056","","","","5"
"2013","British Columbia","2016A000259","29 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172229","10.30.1.3","0.00061","","","","5"
"2014","British Columbia","2016A000259","29 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172229","10.30.1.3","0.00066","","","","5"
"2015","British Columbia","2016A000259","29 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172229","10.30.1.3","0.00072","","","","5"
"2016","British Columbia","2016A000259","29 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172229","10.30.1.3","0.00085","","","","5"
"2017","British Columbia","2016A000259","29 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172229","10.30.1.3","0.00108","","","","5"
"2018","British Columbia","2016A000259","29 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172229","10.30.1.3","0.00100","","","","5"
"2019","British Columbia","2016A000259","29 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172229","10.30.1.3","0.00089","","","","5"
"2020","British Columbia","2016A000259","29 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172229","10.30.1.3","0.00102","","","","5"
"2021","British Columbia","2016A000259","29 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172229","10.30.1.3","0.00112","","","","5"
"2022","British Columbia","2016A000259","29 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172229","10.30.1.3","0.00118","","","","5"
"2012","British Columbia","2016A000259","30 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172256","10.31.1.3","0.00057","","","","5"
"2013","British Columbia","2016A000259","30 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172256","10.31.1.3","0.00065","","","","5"
"2014","British Columbia","2016A000259","30 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172256","10.31.1.3","0.00070","","","","5"
"2015","British Columbia","2016A000259","30 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172256","10.31.1.3","0.00076","","","","5"
"2016","British Columbia","2016A000259","30 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172256","10.31.1.3","0.00088","","","","5"
"2017","British Columbia","2016A000259","30 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172256","10.31.1.3","0.00112","","","","5"
"2018","British Columbia","2016A000259","30 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172256","10.31.1.3","0.00101","","","","5"
"2019","British Columbia","2016A000259","30 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172256","10.31.1.3","0.00090","","","","5"
"2020","British Columbia","2016A000259","30 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172256","10.31.1.3","0.00107","","","","5"
"2021","British Columbia","2016A000259","30 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172256","10.31.1.3","0.00118","","","","5"
"2022","British Columbia","2016A000259","30 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172256","10.31.1.3","0.00123","","","","5"
"2012","British Columbia","2016A000259","31 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172283","10.32.1.3","0.00058","","","","5"
"2013","British Columbia","2016A000259","31 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172283","10.32.1.3","0.00069","","","","5"
"2014","British Columbia","2016A000259","31 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172283","10.32.1.3","0.00074","","","","5"
"2015","British Columbia","2016A000259","31 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172283","10.32.1.3","0.00079","","","","5"
"2016","British Columbia","2016A000259","31 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172283","10.32.1.3","0.00090","","","","5"
"2017","British Columbia","2016A000259","31 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172283","10.32.1.3","0.00115","","","","5"
"2018","British Columbia","2016A000259","31 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172283","10.32.1.3","0.00103","","","","5"
"2019","British Columbia","2016A000259","31 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172283","10.32.1.3","0.00092","","","","5"
"2020","British Columbia","2016A000259","31 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172283","10.32.1.3","0.00113","","","","5"
"2021","British Columbia","2016A000259","31 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172283","10.32.1.3","0.00126","","","","5"
"2022","British Columbia","2016A000259","31 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172283","10.32.1.3","0.00127","","","","5"
"2012","British Columbia","2016A000259","32 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172310","10.33.1.3","0.00060","","","","5"
"2013","British Columbia","2016A000259","32 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172310","10.33.1.3","0.00072","","","","5"
"2014","British Columbia","2016A000259","32 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172310","10.33.1.3","0.00077","","","","5"
"2015","British Columbia","2016A000259","32 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172310","10.33.1.3","0.00082","","","","5"
"2016","British Columbia","2016A000259","32 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172310","10.33.1.3","0.00093","","","","5"
"2017","British Columbia","2016A000259","32 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172310","10.33.1.3","0.00118","","","","5"
"2018","British Columbia","2016A000259","32 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172310","10.33.1.3","0.00105","","","","5"
"2019","British Columbia","2016A000259","32 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172310","10.33.1.3","0.00093","","","","5"
"2020","British Columbia","2016A000259","32 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172310","10.33.1.3","0.00118","","","","5"
"2021","British Columbia","2016A000259","32 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172310","10.33.1.3","0.00133","","","","5"
"2022","British Columbia","2016A000259","32 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172310","10.33.1.3","0.00132","","","","5"
"2012","British Columbia","2016A000259","33 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172337","10.34.1.3","0.00062","","","","5"
"2013","British Columbia","2016A000259","33 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172337","10.34.1.3","0.00075","","","","5"
"2014","British Columbia","2016A000259","33 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172337","10.34.1.3","0.00078","","","","5"
"2015","British Columbia","2016A000259","33 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172337","10.34.1.3","0.00084","","","","5"
"2016","British Columbia","2016A000259","33 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172337","10.34.1.3","0.00095","","","","5"
"2017","British Columbia","2016A000259","33 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172337","10.34.1.3","0.00119","","","","5"
"2018","British Columbia","2016A000259","33 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172337","10.34.1.3","0.00109","","","","5"
"2019","British Columbia","2016A000259","33 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172337","10.34.1.3","0.00095","","","","5"
"2020","British Columbia","2016A000259","33 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172337","10.34.1.3","0.00123","","","","5"
"2021","British Columbia","2016A000259","33 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172337","10.34.1.3","0.00140","","","","5"
"2022","British Columbia","2016A000259","33 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172337","10.34.1.3","0.00137","","","","5"
"2012","British Columbia","2016A000259","34 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172364","10.35.1.3","0.00065","","","","5"
"2013","British Columbia","2016A000259","34 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172364","10.35.1.3","0.00076","","","","5"
"2014","British Columbia","2016A000259","34 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172364","10.35.1.3","0.00079","","","","5"
"2015","British Columbia","2016A000259","34 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172364","10.35.1.3","0.00084","","","","5"
"2016","British Columbia","2016A000259","34 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172364","10.35.1.3","0.00097","","","","5"
"2017","British Columbia","2016A000259","34 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172364","10.35.1.3","0.00120","","","","5"
"2018","British Columbia","2016A000259","34 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172364","10.35.1.3","0.00113","","","","5"
"2019","British Columbia","2016A000259","34 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172364","10.35.1.3","0.00097","","","","5"
"2020","British Columbia","2016A000259","34 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172364","10.35.1.3","0.00127","","","","5"
"2021","British Columbia","2016A000259","34 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172364","10.35.1.3","0.00147","","","","5"
"2022","British Columbia","2016A000259","34 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172364","10.35.1.3","0.00142","","","","5"
"2012","British Columbia","2016A000259","35 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172391","10.36.1.3","0.00068","","","","5"
"2013","British Columbia","2016A000259","35 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172391","10.36.1.3","0.00076","","","","5"
"2014","British Columbia","2016A000259","35 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172391","10.36.1.3","0.00079","","","","5"
"2015","British Columbia","2016A000259","35 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172391","10.36.1.3","0.00084","","","","5"
"2016","British Columbia","2016A000259","35 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172391","10.36.1.3","0.00099","","","","5"
"2017","British Columbia","2016A000259","35 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172391","10.36.1.3","0.00119","","","","5"
"2018","British Columbia","2016A000259","35 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172391","10.36.1.3","0.00119","","","","5"
"2019","British Columbia","2016A000259","35 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172391","10.36.1.3","0.00100","","","","5"
"2020","British Columbia","2016A000259","35 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172391","10.36.1.3","0.00130","","","","5"
"2021","British Columbia","2016A000259","35 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172391","10.36.1.3","0.00154","","","","5"
"2022","British Columbia","2016A000259","35 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172391","10.36.1.3","0.00148","","","","5"
"2012","British Columbia","2016A000259","36 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172418","10.37.1.3","0.00072","","","","5"
"2013","British Columbia","2016A000259","36 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172418","10.37.1.3","0.00076","","","","5"
"2014","British Columbia","2016A000259","36 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172418","10.37.1.3","0.00079","","","","5"
"2015","British Columbia","2016A000259","36 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172418","10.37.1.3","0.00084","","","","5"
"2016","British Columbia","2016A000259","36 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172418","10.37.1.3","0.00101","","","","5"
"2017","British Columbia","2016A000259","36 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172418","10.37.1.3","0.00119","","","","5"
"2018","British Columbia","2016A000259","36 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172418","10.37.1.3","0.00125","","","","5"
"2019","British Columbia","2016A000259","36 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172418","10.37.1.3","0.00103","","","","5"
"2020","British Columbia","2016A000259","36 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172418","10.37.1.3","0.00134","","","","5"
"2021","British Columbia","2016A000259","36 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172418","10.37.1.3","0.00161","","","","5"
"2022","British Columbia","2016A000259","36 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172418","10.37.1.3","0.00154","","","","5"
"2012","British Columbia","2016A000259","37 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172445","10.38.1.3","0.00077","","","","5"
"2013","British Columbia","2016A000259","37 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172445","10.38.1.3","0.00078","","","","5"
"2014","British Columbia","2016A000259","37 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172445","10.38.1.3","0.00081","","","","5"
"2015","British Columbia","2016A000259","37 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172445","10.38.1.3","0.00086","","","","5"
"2016","British Columbia","2016A000259","37 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172445","10.38.1.3","0.00104","","","","5"
"2017","British Columbia","2016A000259","37 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172445","10.38.1.3","0.00121","","","","5"
"2018","British Columbia","2016A000259","37 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172445","10.38.1.3","0.00131","","","","5"
"2019","British Columbia","2016A000259","37 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172445","10.38.1.3","0.00107","","","","5"
"2020","British Columbia","2016A000259","37 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172445","10.38.1.3","0.00138","","","","5"
"2021","British Columbia","2016A000259","37 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172445","10.38.1.3","0.00168","","","","5"
"2022","British Columbia","2016A000259","37 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172445","10.38.1.3","0.00161","","","","5"
"2012","British Columbia","2016A000259","38 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172472","10.39.1.3","0.00083","","","","5"
"2013","British Columbia","2016A000259","38 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172472","10.39.1.3","0.00082","","","","5"
"2014","British Columbia","2016A000259","38 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172472","10.39.1.3","0.00085","","","","5"
"2015","British Columbia","2016A000259","38 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172472","10.39.1.3","0.00089","","","","5"
"2016","British Columbia","2016A000259","38 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172472","10.39.1.3","0.00108","","","","5"
"2017","British Columbia","2016A000259","38 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172472","10.39.1.3","0.00124","","","","5"
"2018","British Columbia","2016A000259","38 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172472","10.39.1.3","0.00137","","","","5"
"2019","British Columbia","2016A000259","38 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172472","10.39.1.3","0.00112","","","","5"
"2020","British Columbia","2016A000259","38 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172472","10.39.1.3","0.00143","","","","5"
"2021","British Columbia","2016A000259","38 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172472","10.39.1.3","0.00175","","","","5"
"2022","British Columbia","2016A000259","38 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172472","10.39.1.3","0.00167","","","","5"
"2012","British Columbia","2016A000259","39 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172499","10.40.1.3","0.00091","","","","5"
"2013","British Columbia","2016A000259","39 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172499","10.40.1.3","0.00087","","","","5"
"2014","British Columbia","2016A000259","39 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172499","10.40.1.3","0.00090","","","","5"
"2015","British Columbia","2016A000259","39 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172499","10.40.1.3","0.00094","","","","5"
"2016","British Columbia","2016A000259","39 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172499","10.40.1.3","0.00114","","","","5"
"2017","British Columbia","2016A000259","39 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172499","10.40.1.3","0.00129","","","","5"
"2018","British Columbia","2016A000259","39 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172499","10.40.1.3","0.00142","","","","5"
"2019","British Columbia","2016A000259","39 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172499","10.40.1.3","0.00118","","","","5"
"2020","British Columbia","2016A000259","39 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172499","10.40.1.3","0.00149","","","","5"
"2021","British Columbia","2016A000259","39 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172499","10.40.1.3","0.00182","","","","5"
"2022","British Columbia","2016A000259","39 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172499","10.40.1.3","0.00174","","","","5"
"2012","British Columbia","2016A000259","40 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172526","10.41.1.3","0.00100","","","","5"
"2013","British Columbia","2016A000259","40 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172526","10.41.1.3","0.00095","","","","5"
"2014","British Columbia","2016A000259","40 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172526","10.41.1.3","0.00098","","","","5"
"2015","British Columbia","2016A000259","40 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172526","10.41.1.3","0.00100","","","","5"
"2016","British Columbia","2016A000259","40 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172526","10.41.1.3","0.00121","","","","5"
"2017","British Columbia","2016A000259","40 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172526","10.41.1.3","0.00136","","","","5"
"2018","British Columbia","2016A000259","40 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172526","10.41.1.3","0.00147","","","","5"
"2019","British Columbia","2016A000259","40 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172526","10.41.1.3","0.00125","","","","5"
"2020","British Columbia","2016A000259","40 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172526","10.41.1.3","0.00156","","","","5"
"2021","British Columbia","2016A000259","40 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172526","10.41.1.3","0.00189","","","","5"
"2022","British Columbia","2016A000259","40 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172526","10.41.1.3","0.00181","","","","5"
"2012","British Columbia","2016A000259","41 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172553","10.42.1.3","0.00111","","","","5"
"2013","British Columbia","2016A000259","41 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172553","10.42.1.3","0.00105","","","","5"
